"PTES";"ESP";"METER";"ACCOUNT_NO";"EARLIEST_OCCURRED_TIME";"LATEST_OCCURRED_TIME";"EVENT_NAME";"EVENT_CODE"
Qashqadaryo HETK;Ko‘kdala TETK;"121206461356";T 6461356;"2024-07-31 02:03:58";"2024-07-31 08:30:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205113363";"1010594";"2024-07-31 11:11:33";"2024-07-31 19:05:15";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205113558";"1011210";"2024-07-31 10:04:26";"2024-07-31 20:50:14";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205135742";T00013300;"2024-07-31 07:19:46";"2024-07-31 20:52:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205432987";"1011562";"2024-07-31 06:27:51";"2024-07-31 06:27:51";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206454432";"10111328";"2024-07-31 08:08:45";"2024-07-31 08:08:45";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205141577";"1010099";"2024-07-31 20:50:07";"2024-07-31 20:50:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206680851";"1041343";"2024-07-31 01:05:21";"2024-07-31 19:40:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206467692";"0069084";"2024-07-31 04:40:36";"2024-07-31 19:45:03";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206834052";"0069103";"2024-07-31 05:06:02";"2024-07-31 08:27:56";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206834054";"0069005";"2024-07-31 12:43:11";"2024-07-31 12:43:11";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121205993875";"00581379";"2024-07-31 21:33:07";"2024-07-31 22:34:42";Current unbalance occurrence;"0030"
Surxondaryo HETK;Termez ShETK;"124200552239";-1;"2024-01-15 10:02:22";"2024-01-15 10:02:22";Terminal cover opened;"0050"
Jizzax HETK;Zafarobod TETK;"021191018926";"0075021";"2024-07-31 16:03:35";"2024-08-01 12:19:28";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021191047014";"0075401";"2024-07-31 17:21:15";"2024-07-31 17:21:15";Current unbalance occurrence;"0030"
Jizzax HETK;Zafarobod TETK;"021190819099";"0014057";"2024-07-31 16:46:03";"2024-07-31 20:01:53";Current unbalance occurrence;"0030"
Qoraqalpoq HETK;Qo‘ng‘irot TETK;"123200535190";-1;"2024-05-21 10:01:06";"2024-05-21 10:01:06";Terminal cover opened;"0050"
Qashqadaryo HETK;Chiroqchi TETK;"121206426307";"0032295";"2024-07-31 05:24:04";"2024-07-31 05:24:04";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Chiroqchi TETK;"121206859664";"10242!!816859664";"2024-08-01 09:58:38";"2024-08-01 09:58:38";Terminal cover opened;"0050"
Navoiy HETK;Navoiy ShETK;"111190038938";"0138128";"2024-08-01 14:46:12";"2024-08-01 14:46:12";Current unbalance occurrence;"0030"
Navoiy HETK;Navoiy ShETK;"111210239408";"0161821";"2024-08-01 14:43:17";"2024-08-01 14:43:17";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205873225";"0440289";"2024-07-31 06:44:28";"2024-07-31 20:58:44";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Kasbi TETK;"121205783649";"0440398";"2024-07-31 06:54:06";"2024-07-31 20:59:09";Current unbalance occurrence;"0030"
Farg‘ona HETK;Quva TETK;"111200842927";"0106042";"2024-08-01 14:24:08";"2024-08-01 14:31:24";Terminal cover opened;"0050"
Navoiy HETK;Xatirchi TETK;"111240280488";-1;"2024-04-08 19:07:34";"2024-04-08 19:07:34";Current unbalance occurrence;"0030"
Qoraqalpoq HETK;Amudaryo TETK;"123200345937";-1;"2024-03-17 11:12:03";"2024-03-17 11:12:03";Terminal cover opened;"0050"
Qashqadaryo HETK;Yakkabog‘ TETK;"121205886777";"0108139";"2024-07-31 06:41:26";"2024-07-31 14:15:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206496753";"200448";"2024-07-31 01:01:58";"2024-07-31 19:15:57";Current unbalance occurrence;"0030"
Navoiy HETK;Navbahor TETK;"113210088319";TEST!0088319;"2023-11-07 10:06:06";"2023-11-07 10:06:06";Terminal cover opened;"0050"
Navoiy HETK;Navbahor TETK;"113210099504";TEST!0099504;"2023-09-16 09:48:48";"2023-09-16 09:48:48";Terminal cover opened;"0050"
Navoiy HETK;Navbahor TETK;"111240279358";-1;"2024-01-22 16:26:30";"2024-01-23 11:48:42";Terminal cover opened;"0050"
Qashqadaryo HETK;Shahrisabz TETK;"121205394229";"0165118";"2024-08-01 12:33:11";"2024-08-01 13:41:53";Terminal cover opened;"0050"
Qashqadaryo HETK;Baxoriston ETK;"121205635577";"390284";"2024-07-31 22:14:38";"2024-07-31 22:14:38";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Baxoriston ETK;EX-3071143;"00090267";"2024-07-30 08:02:55";"2024-07-30 08:02:55";Terminal cover opened;"0050"
Toshkent HETK;Chinoz TETK;"111240293971";"424198";"2024-05-08 10:10:57";"2024-05-21 13:57:33";Terminal cover opened;"0050"
Qashqadaryo HETK;Chiroqchi TETK;"121205696503";"0098238";"2024-07-30 07:18:19";"2024-07-31 08:00:31";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Baxoriston ETK;"121205044709";"00340056";"2024-07-31 11:01:35";"2024-07-31 18:10:56";Current unbalance occurrence;"0030"
Farg‘ona HETK;So‘x TETK;"111200366598";"0127500";"2024-08-01 14:45:26";"2024-08-01 14:45:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Dehqonobod TETK;EX-2833368;"00260478";"2024-07-30 17:31:11";"2024-07-30 17:31:11";Terminal cover opened;"0050"
Toshkent HETK;Chinoz TETK;"111220099130";"425325";"2024-07-31 07:36:14";"2024-07-31 07:36:14";Terminal cover opened;"0050"
Qashqadaryo HETK;Dehqonobod TETK;"121206310919";"00570004";"2024-07-31 07:01:31";"2024-07-31 16:13:57";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qamashi TETK;"121205969837";"1380179";"2024-07-31 04:43:10";"2024-07-31 22:58:27";Current unbalance occurrence;"0030"
Toshkent HETK;Toshkent TETK;"124200396574";-1;"2023-04-07 12:26:04";"2023-04-07 12:26:04";Terminal cover opened;"0050"
Qashqadaryo HETK;Koson TETK;"121205288726";"00840721";"2024-07-31 12:24:25";"2024-07-31 12:24:25";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206479701";"00840735";"2024-07-31 10:51:23";"2024-07-31 10:51:23";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206408127";"01030510";"2024-07-31 08:00:59";"2024-07-31 11:49:10";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206408128";"01030523";"2024-07-30 18:10:20";"2024-07-31 06:16:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206444142";"01031020";"2024-07-31 06:33:18";"2024-07-31 15:47:36";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Koson TETK;"121206458685";"01031106";"2024-07-31 07:37:12";"2024-07-31 11:46:13";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205556688";"0044199";"2024-07-31 10:57:46";"2024-07-31 10:57:46";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121205236764";"0185171";"2024-07-31 00:13:14";"2024-07-31 23:03:21";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Shahrisabz ShETK;"121206635344";"0185169";"2024-07-31 17:12:35";"2024-07-31 17:12:35";Terminal cover opened;"0050"
Qashqadaryo HETK;G‘uzor TETK;"121205587456";"0028330";"2024-07-31 20:21:37";"2024-07-31 20:21:37";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205587477";"0028407";"2024-07-31 16:27:46";"2024-07-31 20:49:40";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205894348";"0028052";"2024-07-31 01:07:52";"2024-07-31 21:55:54";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205029171";"0141573";"2024-07-31 11:50:12";"2024-07-31 15:08:50";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Mirishkor TETK;"121205475109";"0180100";"2024-07-31 03:47:58";"2024-07-31 09:42:54";Terminal cover opened;"0050"
Qashqadaryo HETK;Mirishkor TETK;EX-3465908;"0142663";"2024-07-29 16:56:23";"2024-08-01 07:51:09";Terminal cover opened;"0050"
Qashqadaryo HETK;G‘uzor TETK;"121205749268";"0022133";"2024-07-31 20:07:43";"2024-07-31 20:07:43";Current unbalance occurrence;"0030"
Qashqadaryo HETK;G‘uzor TETK;"121205763887";"0022210";"2024-07-31 20:34:13";"2024-07-31 20:34:13";Current unbalance occurrence;"0030"
Toshkent HETK;Quyichirchiq TETK;"114210124405";"000283256";"2024-07-31 11:44:59";"2024-07-31 19:02:55";L2 Current without voltage occurrence;"0110"
Toshkent HETK;Quyichirchiq TETK;"113210096913";"210370";"2024-07-23 14:27:25";"2024-07-31 22:43:50";L2 Current without voltage occurrence;"0110"
Toshkent HETK;Quyichirchiq TETK;"111210696468";"0516085";"2024-07-25 17:31:03";"2024-07-25 17:31:03";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210697328";"0516039";"2024-07-25 20:21:31";"2024-07-25 20:21:31";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"113210095849";"0113090";"2024-07-31 18:40:30";"2024-07-31 18:40:30";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"113210096978";"0235036";"2024-07-28 10:27:16";"2024-07-28 10:27:16";Terminal cover opened;"0050"
Toshkent HETK;Quyichirchiq TETK;"111210400322";"0223105";"2024-07-29 15:21:53";"2024-07-29 15:21:53";Terminal cover opened;"0050"
Andijon HETK;Marhamat TETK;"121207031285";"1064002";"2024-08-01 14:45:15";"2024-08-01 14:45:15";Current unbalance occurrence;"0030"
Andijon HETK;Paxtaobod TETK;"121206231093";"5002484";"2024-07-31 08:31:09";"2024-07-31 12:10:36";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190057862";"6560089";"2024-08-01 05:57:04";"2024-08-01 06:32:50";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111190129094";"6644099";"2024-07-30 01:30:00";"2024-08-01 13:04:57";Terminal cover opened;"0050"
Toshkent shahar ETK;Yashnobod TETK;"121206772210";"1900895";"2024-07-31 19:25:38";"2024-07-31 20:45:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206772345";"1900965";"2024-07-29 08:57:32";"2024-07-29 08:57:32";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206728937";"1917842";"2024-07-31 22:19:46";"2024-07-31 22:19:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206772504";"1900822";"2024-07-31 21:01:38";"2024-07-31 21:01:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206847959";"1917734";"2024-07-30 08:19:45";"2024-07-30 11:59:17";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190071604";"6407010";"2024-07-30 14:55:18";"2024-07-30 14:55:18";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111210335236";"4637055";"2024-08-01 14:46:28";"2024-08-01 14:46:28";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"111200887436";"5055021";"2024-08-01 14:43:07";"2024-08-01 14:43:07";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206486612";"1028304";"2024-07-31 01:43:57";"2024-07-31 17:16:39";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Ko‘kdala TETK;"121206489314";"1028838";"2024-07-31 13:15:54";"2024-07-31 13:15:55";Terminal cover opened;"0050"
Namangan HETK;Norin TETK;"111230263235";"14216+!!111230263235";"2024-07-31 05:46:18";"2024-07-31 07:46:56";Current unbalance occurrence;"0030"
Namangan HETK;Kosonsoy TETK;"111210415759";"4759010";"2024-08-01 14:43:11";"2024-08-01 14:43:11";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111240287212";"6489126";"2024-07-31 01:23:20";"2024-07-31 15:42:54";Current unbalance occurrence;"0030"
Namangan HETK;Norin TETK;"111190132921";"6544029";"2024-07-30 07:51:48";"2024-08-01 09:20:19";Terminal cover opened;"0050"
Namangan HETK;Namangan TETK;"111190239193";"7002097";"2024-07-30 20:30:40";"2024-07-30 20:30:40";Terminal cover opened;"0050"
Namangan HETK;Kosonsoy TETK;"111210419516";"4832045";"2024-08-01 14:42:44";"2024-08-01 14:42:44";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121206782423";"0184511";"2024-08-01 08:57:35";"2024-08-01 10:08:32";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2114036;"0209267";"2024-07-30 07:40:00";"2024-07-30 07:40:00";Terminal cover opened;"0050"
Toshkent shahar ETK;Olmazor TETK;"121206674285";"0129159";"2024-07-31 09:16:27";"2024-07-31 17:39:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264338";"1333414";"2024-07-31 02:32:02";"2024-07-31 23:49:15";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264563";"1333454";"2024-08-01 11:28:53";"2024-08-01 11:28:53";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205264718";"1333459";"2024-07-31 00:34:56";"2024-07-31 13:23:48";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264720";"1333462";"2024-07-31 01:50:44";"2024-07-31 22:15:19";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264721";"1333461";"2024-07-31 01:48:00";"2024-07-31 23:33:13";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264772";"1333481";"2024-07-31 23:19:43";"2024-07-31 23:19:43";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264775";"1333484";"2024-07-31 11:00:41";"2024-07-31 11:00:41";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205264780";"1333465";"2024-07-31 00:35:47";"2024-07-31 10:27:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205266033";"1333343";"2024-07-31 02:53:31";"2024-07-31 14:21:41";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205568391";"178087";"2024-07-31 02:31:59";"2024-07-31 10:26:19";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2088972;"1803299";"2024-07-31 12:32:07";"2024-07-31 12:32:07";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108482;"1803174";"2024-07-31 12:07:11";"2024-07-31 12:07:11";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108483;"1803303";"2024-07-31 10:56:06";"2024-07-31 10:56:06";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108486;"1803301";"2024-07-31 11:14:24";"2024-07-31 11:52:17";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108487;"1803656";"2024-07-31 10:59:15";"2024-07-31 11:14:00";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108488;"1803304";"2024-07-31 10:44:59";"2024-07-31 10:44:59";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2108491;"1803176";"2024-07-31 10:47:21";"2024-07-31 10:47:21";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2113606;"1803188";"2024-07-31 14:59:18";"2024-07-31 14:59:18";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205272658";"1876167";"2024-07-31 09:29:51";"2024-07-31 10:18:41";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205285651";"1876048";"2024-07-31 02:16:09";"2024-07-31 18:23:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Olmazor TETK;"121205132849";"1663075";"2024-07-31 14:13:32";"2024-07-31 14:53:22";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300859";"1598690";"2024-07-31 04:02:56";"2024-07-31 04:48:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300865";"1598683";"2024-07-31 04:49:52";"2024-07-31 17:17:55";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300869";"1598684";"2024-07-31 02:06:15";"2024-07-31 20:07:05";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205301218";"1598697";"2024-07-31 00:51:14";"2024-07-31 22:13:53";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205301690";"1598715";"2024-07-31 00:09:31";"2024-07-31 23:19:41";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"123200303366";"255073";"2024-07-31 14:50:59";"2024-07-31 16:47:37";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"123200303367";"178287";"2024-07-29 11:36:09";"2024-07-29 11:36:09";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;EX-2138196;"1495193";"2024-07-31 12:18:58";"2024-07-31 12:18:58";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121206545544";"1584225";"2024-07-31 10:10:45";"2024-07-31 22:16:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205297739";"0457466";"2024-07-30 07:10:54";"2024-07-30 23:59:38";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300430";"0457450";"2024-07-30 12:17:44";"2024-07-30 12:17:44";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205300432";"0457446";"2024-07-30 13:17:54";"2024-07-30 13:17:54";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205301095";"0457447";"2024-07-30 13:18:06";"2024-07-30 13:18:06";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205301486";"0457480";"2024-07-31 03:33:28";"2024-07-31 12:49:00";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205301661";"0457472";"2024-07-29 17:30:34";"2024-07-29 17:30:34";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205301708";"145932";"2024-07-30 15:18:40";"2024-07-30 15:18:40";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205301741";"145932";"2024-07-30 20:08:07";"2024-07-30 20:08:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205317537";"0783352";"2024-07-31 03:17:25";"2024-07-31 08:30:25";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2147501;"1577040";"2024-07-31 13:11:33";"2024-07-31 13:11:33";Terminal cover opened;"0050"
Toshkent shahar ETK;Yunusobod TETK;"121205400697";"145311";"2024-07-30 19:40:23";"2024-07-31 20:30:30";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205578557";"145311";"2024-07-30 19:16:17";"2024-07-31 20:30:29";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205274529";"145311";"2024-07-31 18:19:21";"2024-07-31 18:19:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205291873";"145311";"2024-07-31 19:42:44";"2024-07-31 19:42:44";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;"121205575904";"145311";"2024-07-30 20:17:11";"2024-07-31 20:08:07";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yunusobod TETK;EX-2146860;"0148647";"2024-07-31 18:23:41";"2024-07-31 18:23:41";Terminal cover opened;"0050"
Andijon HETK;Chinobod ETK;"121205251435";"7501002";"2024-07-30 16:55:17";"2024-07-31 19:58:00";Current unbalance occurrence;"0030"
Andijon HETK;Chinobod ETK;"121205293876";"7531162";"2024-07-30 19:33:23";"2024-07-31 19:33:26";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Muborak TETK;"121205847992";"00140767";"2024-07-31 07:19:41";"2024-07-31 19:50:32";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206649288";"0703090";"2024-07-29 17:58:50";"2024-07-30 19:06:39";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206796368";"0231328";"2024-07-30 00:18:09";"2024-07-30 00:18:09";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205072200";"253909";"2024-07-30 13:05:00";"2024-07-31 12:34:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205576822";"141141";"2024-07-30 21:16:02";"2024-07-30 21:16:02";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206799332";"1356277";"2024-07-30 00:13:50";"2024-07-31 19:47:25";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206790899";"1902582";"2024-07-30 08:23:15";"2024-07-31 22:13:33";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206598350";"0252567";"2024-07-30 00:29:21";"2024-07-31 23:36:32";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205575797";"141197";"2024-07-28 22:37:31";"2024-07-30 22:46:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205508089";"0205191";"2024-07-31 00:02:35";"2024-07-31 23:13:21";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121205574569";"142306";"2024-07-30 03:31:05";"2024-07-31 05:02:55";Current unbalance occurrence;"0030"
Andijon HETK;Jalaquduq TETK;"121205340613";"2045094";"2024-07-30 20:59:50";"2024-07-31 21:40:45";Current unbalance occurrence;"0030"
Surxondaryo HETK;Angor TETK;"121205832661";"0014595";"2024-07-31 14:59:07";"2024-07-31 22:04:13";Current unbalance occurrence;"0030"
Andijon HETK;Baliqchi TETK;"121205118026";"7044006";"2024-07-31 09:10:06";"2024-07-31 09:10:06";Current unbalance occurrence;"0030"
Andijon HETK;Shahrixon TETK;"121205425019";"2149209";"2024-07-31 08:42:59";"2024-07-31 23:35:57";Current unbalance occurrence;"0030"
Farg‘ona HETK;Quvasoy ShETK;"111190191750";"0057229";"2024-08-01 14:45:21";"2024-08-01 14:45:21";Current unbalance occurrence;"0030"
Andijon HETK;Baliqchi TETK;"121206671649";"7201047";"2024-07-30 16:39:27";"2024-07-31 18:14:37";Current unbalance occurrence;"0030"
Andijon HETK;Baliqchi TETK;"121206684150";"7210030";"2024-07-31 04:47:10";"2024-07-31 19:53:34";Current unbalance occurrence;"0030"
Andijon HETK;Izboskan TETK;"121206970402";"4165252";"2024-07-30 19:07:08";"2024-07-31 18:55:23";Terminal cover opened;"0050"
Andijon HETK;Baliqchi TETK;"121205035709";"7386018";"2024-07-30 19:18:47";"2024-07-31 11:11:54";Current unbalance occurrence;"0030"
Andijon HETK;Qo‘rg‘ontepa TETK;"121205425457";"4013050";"2024-07-31 13:58:19";"2024-07-31 22:38:49";Current unbalance occurrence;"0030"
Andijon HETK;Qo‘rg‘ontepa TETK;"121205762445";"4013018";"2024-07-31 20:35:46";"2024-07-31 20:35:46";Current unbalance occurrence;"0030"
Andijon HETK;Izboskan TETK;"121206057632";"2020114";"2024-07-31 07:04:21";"2024-07-31 21:55:03";Current unbalance occurrence;"0030"
Andijon HETK;Buloqboshi TETK;"121206211192";"3032094";"2024-07-31 09:17:04";"2024-07-31 15:51:01";Current unbalance occurrence;"0030"
Namangan HETK;Namangan TETK;"111230273463";"14212!!+!0273463";"2024-07-31 08:23:57";"2024-08-01 10:24:46";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206580934";"0966811";"2024-07-30 01:00:51";"2024-07-30 13:41:34";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206581670";"0966837";"2024-07-30 14:10:45";"2024-07-30 21:38:23";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206584797";"0966853";"2024-07-30 01:39:48";"2024-07-30 08:14:26";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206584798";"0966851";"2024-07-30 13:03:22";"2024-07-30 23:08:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206584804";"0966843";"2024-07-31 14:34:55";"2024-07-31 23:17:16";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206584805";"0966842";"2024-07-30 07:56:54";"2024-07-30 20:32:12";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206584807";"0966845";"2024-07-30 02:00:50";"2024-07-30 23:37:03";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206581811";"0966825";"2024-07-30 12:03:45";"2024-07-30 20:23:14";Current unbalance occurrence;"0030"
Jizzax HETK;Zarbdor TETK;"024199008512";"070400";"2024-06-30 06:10:11";"2024-07-01 07:00:43";L2 Current without voltage occurrence;"0110"
Surxondaryo HETK;Termez TETK;"121206999335";"2011906";"2024-07-31 02:35:45";"2024-07-31 05:46:43";Current unbalance occurrence;"0030"
Samarqand HETK;Bulung‘ur TETK;"021190903834";"6432051";"2024-08-01 14:06:31";"2024-08-01 14:06:31";Current unbalance occurrence;"0030"
Surxondaryo HETK;Jarqo‘rg‘on TETK;"121205667668";"0067009";"2024-08-01 14:35:40";"2024-08-01 14:35:40";Terminal cover opened;"0050"
Surxondaryo HETK;Jarqo‘rg‘on TETK;"121205686734";"0067396";"2024-07-31 17:13:20";"2024-07-31 17:13:20";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206728948";"1917225";"2024-07-29 07:14:54";"2024-07-29 07:14:54";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206729345";"1917212";"2024-07-30 22:10:52";"2024-07-31 15:51:53";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206772528";"1900789";"2024-07-30 04:33:34";"2024-07-31 23:20:06";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206772623";"1900714";"2024-07-30 23:41:04";"2024-07-30 23:41:04";Current unbalance occurrence;"0030"
Toshkent shahar ETK;Yashnobod TETK;"121206729191";"1917201";"2024-07-29 13:17:29";"2024-07-31 17:26:19";Current unbalance occurrence;"0030"
Andijon HETK;Andijon Yangi SHETK;"121206990245";"1115313";"2024-08-01 14:27:19";"2024-08-01 14:27:19";Current unbalance occurrence;"0030"
Qashqadaryo HETK;Qarshi TETK;"121206297652";"00930799";"2024-07-31 11:53:15";"2024-07-31 11:53:15";Current unbalance occurrence;"0030"
